game_number,move_count,score,max_tile,avg_move_time_sec
1,163,496,128,0.01188602330494512
2,136,256,128,0.011751390555325677
3,226,468,256,0.011807886900100033
4,157,344,128,0.01151375254248358
5,146,336,128,0.011658382742372278
6,233,392,256,0.011717896604742616
7,172,488,256,0.011692264745401781
8,181,548,256,0.011596306911489582
9,153,300,128,0.011560943391587999
10,195,328,256,0.019153351661486503
11,182,592,128,0.011594096382895668
12,153,340,128,0.011588959912069484
13,148,284,128,0.011595751788165118
14,131,392,128,0.011730141312111425
15,115,208,128,0.011824638947196629
16,146,272,128,0.011838179745086252
17,143,564,128,0.011498412885865965
18,207,436,256,0.011540294269432767
19,226,548,256,0.011676592109477626
20,116,236,128,0.011641056373201567
21,92,212,64,0.011517690575641134
22,140,332,128,0.011626126085008895
23,156,380,128,0.011611560980478922
24,141,320,128,0.022123101755236903
25,124,244,128,0.01160524929723432
26,201,480,256,0.011655538236323874
27,139,480,128,0.01164119535212894
28,183,400,256,0.011635109375083382
29,98,260,64,0.0114941913254407
30,214,496,128,0.011516705851688564
31,152,280,128,0.01146130499086882
32,256,708,256,0.011619539931416512
33,208,332,256,0.011657000734255863
34,82,184,64,0.011624039673223728
35,197,268,256,0.011573227528993249
36,90,188,64,0.011583402421739367
37,161,360,128,0.011603302096728212
38,156,376,128,0.01164163228793022
39,159,288,128,0.011696562077264366
40,246,632,256,0.011726983194428732
41,283,576,256,0.011543741495786202
42,205,460,256,0.011540372197220965
43,155,324,128,0.011574603665259576
44,145,320,128,0.011702045901068325
45,136,296,128,0.011575837345684277
46,141,308,128,0.01162460171584542
47,167,312,256,0.011534575216784448
48,135,272,128,0.011665245338722511
49,109,176,64,0.011538212452459774
50,164,348,128,0.011595119790333073
51,71,128,64,0.01167005888173278
52,163,476,128,0.011704471213685954
53,165,356,128,0.011937639930031517
54,123,200,128,0.011901715906654916
55,224,428,256,0.01160728931427002
56,237,488,256,0.01159236903935042
57,136,284,128,0.011745253029991598
58,403,1024,512,0.012098357340242371
59,149,324,128,0.011778677869963165
60,105,156,128,0.012105165209089006
61,184,396,256,0.012062387621921042
62,118,180,128,0.012242915266651219
63,143,292,128,0.01180895892056552
64,257,444,256,0.011842356581632265
65,207,480,256,0.011595119024820374
66,161,412,128,0.011556102622369802
67,148,260,128,0.011634006693556503
68,182,388,128,0.012150478887033987
69,253,480,256,0.0121230315785163
70,271,820,256,0.011470377665164285
71,78,120,64,0.02967045246026455
72,151,532,128,0.011331337177200822
73,96,228,64,0.011947564780712128
74,95,164,128,0.011009715732775236
75,123,240,128,0.011110082874453165
76,166,420,128,0.011465769216238734
77,204,508,256,0.011664311091105143
78,166,332,128,0.011133584631494728
79,152,292,128,0.011568739225989893
80,222,636,256,0.011647090181574091
81,171,392,256,0.011771489305105822
82,242,548,256,0.011720600206989888
83,180,472,256,0.011842984623379177
84,235,436,256,0.011773763818943754
85,158,244,128,0.011713789988167678
86,209,500,256,0.01180715652173786
87,265,688,256,0.011835640781330613
88,218,396,256,0.011684098374952963
89,263,548,256,0.011696426587413019
90,177,480,256,0.011659249074041507
91,180,508,256,0.011657012833489312
92,224,448,256,0.011608520788805825
93,345,1020,512,0.011677727491959281
94,284,644,256,0.011715449917484338
95,144,224,128,0.011715648902787102
96,209,404,256,0.011665475425537693
97,179,344,128,0.011681003943501904
98,178,348,128,0.01168537541721644
99,169,280,128,0.011616613737930208
100,145,412,128,0.01175632641233247
