game_number,move_count,score,max_tile,avg_move_time_sec
1,97,96,128,0.029336725313638904
2,94,104,128,0.0296595147315492
3,93,120,128,0.02785662938189763
4,68,112,64,0.028410410179811364
5,158,296,256,0.027265085449701625
6,62,68,64,0.028946484288861676
7,98,112,128,0.027752039383868783
8,110,192,128,0.02735928622159091
9,107,148,128,0.028505472379310108
10,96,104,128,0.029222418864568073
11,187,280,256,0.028207777655698398
12,91,104,128,0.028649741476708717
13,63,108,64,0.028659979502360027
14,77,60,128,0.0293571391662994
15,64,104,64,0.029382359236478806
16,56,60,64,0.03007468581199646
17,58,84,64,0.0343724406998733
18,53,112,64,0.02878320442055756
19,94,108,128,0.030321631025760732
20,113,112,128,0.03272164817404958
21,176,220,256,0.03273713182319294
22,64,92,64,0.029312852770090103
23,100,140,128,0.03186782360076904
24,65,88,128,0.02997863842890813
25,169,240,256,0.02877364215060804
26,117,208,128,0.029056854737110626
27,63,40,64,0.030892118575080993
28,106,132,128,0.034706736510654666
29,118,148,128,0.03463209079483808
30,66,96,64,0.02833634073084051
31,99,120,128,0.030440347363250426
32,143,200,256,0.02877718585354465
33,156,188,256,0.02947555138514592
34,60,68,64,0.03366973400115967
35,62,60,64,0.034626368553407734
36,62,132,64,0.032265716983426
37,118,196,128,0.03331758006144378
38,69,104,64,0.029722642207491226
39,108,176,128,0.028483476903703477
40,116,164,128,0.02957786568279924
41,89,104,128,0.03227797251069144
42,67,116,64,0.032281299135578215
43,115,216,128,0.032380497973898185
44,169,272,256,0.032885530291224374
45,52,52,64,0.03338925196574284
46,148,232,256,0.03201406227575766
47,32,36,32,0.036101870238780975
48,107,160,128,0.03309022377584582
49,54,76,64,0.03310690102753816
50,122,236,128,0.03197157578390153
51,86,88,128,0.03248760034871656
52,80,136,128,0.031865793466567996
53,49,72,64,0.033358534988091916
54,114,204,128,0.031200643171343887
55,55,64,64,0.03086711276661266
56,60,60,64,0.03032368024190267
57,113,136,128,0.02986522902429631
58,115,104,128,0.03240896722544794
59,58,68,64,0.031620736779837774
60,93,140,128,0.030014922541956746
61,60,36,64,0.03159852027893066
62,103,152,128,0.03119701320685229
63,116,228,128,0.031561245178354194
64,94,120,128,0.03167298245937266
65,90,120,128,0.031294854482014973
66,64,136,64,0.031052876263856888
67,92,136,128,0.03149082867995552
68,114,176,128,0.029987140705710964
69,97,184,128,0.030377444532728688
70,125,220,128,0.02964187240600586
71,88,160,128,0.029314848509701816
72,125,236,128,0.031196989059448243
73,150,264,256,0.030961001714070638
74,116,236,128,0.03192660931883187
75,35,32,32,0.033837904248918804
76,63,100,64,0.030717581037491087
77,151,248,256,0.03191788938661285
78,99,112,128,0.03226388825310601
79,119,184,128,0.03473188496437393
80,86,120,128,0.031525168307991916
81,118,216,128,0.03241550518294512
82,55,80,64,0.032364030317826704
83,65,96,64,0.0299438293163593
84,64,60,64,0.03203543275594711
85,117,196,128,0.030371185041900374
86,141,220,256,0.030319496249476222
87,129,268,128,0.030277664347212446
88,90,112,128,0.033241269323560925
89,108,168,128,0.03550930155648126
90,35,32,32,0.035340888159615655
91,116,144,128,0.03446872275451134
92,69,104,64,0.0334745939227118
93,89,112,128,0.03345114193605573
94,175,312,256,0.03473939895629883
95,89,132,128,0.03685133376818025
96,134,232,128,0.03197578707737709
97,111,236,128,0.03389667390703081
98,63,80,64,0.035674341141231476
99,175,284,256,0.03613078389848982
100,92,128,128,0.03560300236162932
