game_number,move_count,score,max_tile,avg_move_time_sec
1,26967,158384,32768,0.05626024416389767
2,25994,150344,32768,0.05039552382215074
3,47150,293748,65536,0.04411637010402417
4,17853,97600,32768,0.04835762462381996
5,33581,201788,65536,0.04542838870753079
6,39516,234032,65536,0.04425511155995850
7,41475,244692,65536,0.04457499486269040
8,7463,35596,8192,0.05261887763502705
9,13986,75020,16384,0.04939922298737968
10,18628,98360,32768,0.04816670707809533
11,12220,63208,16384,0.04964181734965398
12,14943,77368,16384,0.04894223671429194
13,35424,210648,65536,0.04570224758678443
14,44400,264132,65536,0.04441695108607008
15,26997,153276,32768,0.04457052931121647
16,29624,156304,32768,0.04471951159727821
17,27324,136396,32768,0.04493251412805885
18,27908,155656,32768,0.04483536332183604
19,34869,194180,65536,0.04466097823739814
20,22366,123360,32768,0.04745893444068784
21,28898,162828,32768,0.04514290552352471
22,27027,158880,32768,0.04572772401046174
23,50266,300840,65536,0.04293731662625936
24,29568,157516,32768,0.04439542178080712
25,27475,159060,32768,0.04541425641609171
26,29783,164672,32768,0.04593344671828773
27,26115,141564,32768,0.04756254761834814
28,40383,246980,65536,0.04577003518843655
29,13985,72496,16384,0.05021834180829864
30,29405,163040,32768,0.04584698334090504
31,37236,224000,65536,0.04699299060538985
32,25094,147380,32768,0.04781865230867983
33,13889,74436,16384,0.05013927655340537
34,44691,259104,65536,0.04452394822442399
35,13758,68672,16384,0.04946944914267565
36,29766,165508,32768,0.04692822160126821
37,27718,158212,32768,0.04719530825611833
38,7147,33352,8192,0.05322517577427925
39,54843,326148,65536,0.04523342462980001
40,29755,167840,32768,0.04678566549990562
41,29763,161064,32768,0.04865626287016542
42,14627,76144,16384,0.05116917785946536
43,42823,247284,65536,0.04568285916244271
44,28004,157548,32768,0.04686741423835040
45,11139,52928,16384,0.05004090633113226
46,26011,142572,32768,0.21001563527391498
47,14893,74244,16384,0.05020395398163967
48,33345,199228,65536,0.05095156949040843
49,27141,157304,32768,0.04999769312433872
50,21362,121024,32768,0.05455128835857211
51,26312,148887,32768,0.05496149401667394
52,41135,245939,65536,0.04572958435938137
53,13588,70345,16384,0.04966003543871755
54,7213,34610,8192,0.05326448646059199
55,26643,148987,32768,0.05397037341239283
56,40939,243888,65536,0.04507207509966740
57,13582,69903,16384,0.04982735702267298
58,7305,34142,8192,0.05352210970776199
59,26527,147377,32768,0.05359069470421055
60,41167,246003,65536,0.04561616634187932
61,13708,70889,16384,0.04971643461404084
62,7252,34193,8192,0.05277359487379403
63,26517,148537,32768,0.05392802268759148
64,41496,247725,65536,0.04492309136382196
65,13761,71257,16384,0.04980672380565210
66,7263,34229,8192,0.05154757448816333
67,26818,149360,32768,0.05380618359817931
68,41147,243689,65536,0.04499451468285283
69,13373,69959,16384,0.04903695840590831
70,7317,34787,8192,0.05259866911283500
71,26458,149585,32768,0.05491290747668768
72,42091,244748,65536,0.04505520110114199
73,13896,71210,16384,0.05043963273267360
74,7266,34217,8192,0.05226952813999467
75,26558,148979,32768,0.05324905588083056
76,41133,246103,65536,0.04512651410050932
77,13769,70442,16384,0.05003882560852086
78,7159,34604,8192,0.05230723907922137
79,26032,147313,32768,0.05495668661623627
80,41282,245228,65536,0.04517857254944661
81,13735,70092,16384,0.04960327858377940
82,7303,34742,8192,0.05231312024282855
83,26334,150860,32768,0.05311947660402142
84,41623,244190,65536,0.04547539371242501
85,13730,70558,16384,0.04980140033859857
86,7271,34900,8192,0.05177778510870328
87,26206,148296,32768,0.05413676534364393
88,41816,246421,65536,0.04477518449427643
89,13861,70527,16384,0.05075096335022806
90,7149,34411,8192,0.05233507177088675
91,26950,147511,32768,0.05440969986269557
92,41001,244776,65536,0.04564921112816362
93,13813,69953,16384,0.04910017270137954
94,7442,34864,8192,0.05355433935074617
95,27024,147913,32768,0.05432938373906190
96,41161,242669,65536,0.04430577920346374
97,13817,71216,16384,0.04974707547642161
98,7386,34159,8192,0.05242741412071990
99,26918,151854,32768,0.05385371781140206
100,41117,242803,65536,0.04488969349581694
